electricity_id,user_id,date,units_kwh,meter_reading,source,created_at
26837,150,2025-01-17,13.01,4147.79,Solar,2025-01-17
26838,150,2025-01-18,11.57,1252.7,Grid,2025-01-18
26839,150,2025-01-19,13.41,4517.1,Grid,2025-01-19
26840,150,2025-01-20,13.08,4643.58,Grid,2025-01-20
26841,150,2025-01-21,17.42,1067.92,Grid,2025-01-21
26842,150,2025-01-22,13.83,2257.57,Solar,2025-01-22
26843,150,2025-01-23,14.46,2795.13,Grid,2025-01-23
26844,150,2025-01-24,13.11,2647.8,Solar,2025-01-24
26845,150,2025-01-25,16.39,4034.72,Grid,2025-01-25
26846,150,2025-01-26,12.45,1320.19,Grid,2025-01-26
26847,150,2025-01-27,13.43,4113.25,Grid,2025-01-27
26848,150,2025-01-28,10.33,2694.29,Solar,2025-01-28
26849,150,2025-01-29,15.18,4950.15,Grid,2025-01-29
26850,150,2025-01-30,12.18,2872.77,Grid,2025-01-30
26851,150,2025-01-31,16.68,1187.01,Solar,2025-01-31
26852,150,2025-02-01,15.53,2598.69,Grid,2025-02-01
26853,150,2025-02-02,11.99,4154.55,Grid,2025-02-02
26854,150,2025-02-03,12.05,3601.27,Solar,2025-02-03
26855,150,2025-02-04,17.3,1017.16,Solar,2025-02-04
26856,150,2025-02-05,12.21,1785.48,Grid,2025-02-05
26857,150,2025-02-06,16.28,4651.32,Solar,2025-02-06
26858,150,2025-02-07,12.41,2445.13,Grid,2025-02-07
26859,150,2025-02-08,10.06,3740.08,Solar,2025-02-08
26860,150,2025-02-09,16.2,2573.06,Grid,2025-02-09
26861,150,2025-02-10,14.78,3204.37,Grid,2025-02-10
26862,150,2025-02-11,10.56,4722.08,Solar,2025-02-11
26863,150,2025-02-12,10.2,1056.37,Grid,2025-02-12
26864,150,2025-02-13,17.17,4409.69,Grid,2025-02-13
26865,150,2025-02-14,17.09,2310.69,Solar,2025-02-14
26866,150,2025-02-15,15.06,1413.7,Grid,2025-02-15
26867,150,2025-02-16,10.42,3305.86,Solar,2025-02-16
26868,150,2025-02-17,16.25,1863.19,Solar,2025-02-17
26869,150,2025-02-18,15.9,4831.69,Solar,2025-02-18
26870,150,2025-02-19,17.31,4573.58,Grid,2025-02-19
26871,150,2025-02-20,14.63,4722.77,Grid,2025-02-20
26872,150,2025-02-21,17.09,4264.82,Grid,2025-02-21
26873,150,2025-02-22,14.83,2209.32,Solar,2025-02-22
26874,150,2025-02-23,16.79,3272.65,Grid,2025-02-23
26875,150,2025-02-24,15.06,2027.03,Solar,2025-02-24
26876,150,2025-02-25,12.07,4315.25,Grid,2025-02-25
26877,150,2025-02-26,10.75,3618.04,Grid,2025-02-26
26878,150,2025-02-27,15.14,1882.71,Grid,2025-02-27
26879,150,2025-02-28,15.63,2866.51,Solar,2025-02-28
26880,150,2025-03-01,13.34,4894.73,Solar,2025-03-01
26881,150,2025-03-02,14.42,4751.59,Grid,2025-03-02
26882,150,2025-03-03,17.07,1299.74,Grid,2025-03-03
26883,150,2025-03-04,15.38,4707.64,Grid,2025-03-04
26884,150,2025-03-05,13.0,3556.76,Solar,2025-03-05
26885,150,2025-03-06,10.35,1551.32,Solar,2025-03-06
26886,150,2025-03-07,13.83,4934.32,Solar,2025-03-07
26887,150,2025-03-08,13.85,3689.95,Grid,2025-03-08
26888,150,2025-03-09,16.3,2852.8,Grid,2025-03-09
26889,150,2025-03-10,15.77,4647.02,Grid,2025-03-10
26890,150,2025-03-11,14.33,1561.6,Grid,2025-03-11
26891,150,2025-03-12,14.66,1346.92,Solar,2025-03-12
26892,150,2025-03-13,15.32,1185.34,Solar,2025-03-13
26893,150,2025-03-14,15.73,4467.84,Solar,2025-03-14
26894,150,2025-03-15,15.81,3153.75,Solar,2025-03-15
26895,150,2025-03-16,14.03,2060.18,Grid,2025-03-16
26896,150,2025-03-17,13.55,4521.38,Grid,2025-03-17
26897,150,2025-03-18,16.07,2199.68,Solar,2025-03-18
26898,150,2025-03-19,17.96,4733.59,Solar,2025-03-19
26899,150,2025-03-20,14.84,4888.3,Solar,2025-03-20
26900,150,2025-03-21,17.2,2708.83,Grid,2025-03-21
26901,150,2025-03-22,14.6,2901.35,Solar,2025-03-22
26902,150,2025-03-23,17.06,4591.07,Grid,2025-03-23
26903,150,2025-03-24,15.08,2041.34,Solar,2025-03-24
26904,150,2025-03-25,17.65,2518.0,Solar,2025-03-25
26905,150,2025-03-26,15.25,2209.61,Solar,2025-03-26
26906,150,2025-03-27,16.26,4332.82,Solar,2025-03-27
26907,150,2025-03-28,17.92,4952.03,Grid,2025-03-28
26908,150,2025-03-29,15.55,2239.07,Solar,2025-03-29
26909,150,2025-03-30,10.52,1943.0,Grid,2025-03-30
26910,150,2025-03-31,16.18,3690.05,Solar,2025-03-31
26911,150,2025-04-01,12.14,3337.88,Solar,2025-04-01
26912,150,2025-04-02,10.98,2832.11,Grid,2025-04-02
26913,150,2025-04-03,10.73,2507.26,Solar,2025-04-03
26914,150,2025-04-04,14.95,2793.69,Grid,2025-04-04
26915,150,2025-04-05,12.47,2708.41,Solar,2025-04-05
26916,150,2025-04-06,13.97,3796.03,Grid,2025-04-06
26917,150,2025-04-07,10.01,3897.02,Grid,2025-04-07
26918,150,2025-04-08,13.32,2465.27,Grid,2025-04-08
26919,150,2025-04-09,11.17,1818.55,Solar,2025-04-09
26920,150,2025-04-10,16.3,4869.6,Solar,2025-04-10
26921,150,2025-04-11,11.33,4168.49,Solar,2025-04-11
26922,150,2025-04-12,17.32,1523.2,Grid,2025-04-12
26923,150,2025-04-13,14.63,4446.22,Grid,2025-04-13
26924,150,2025-04-14,16.88,2244.59,Solar,2025-04-14
26925,150,2025-04-15,14.02,2528.33,Grid,2025-04-15
26926,150,2025-04-16,10.99,2572.25,Grid,2025-04-16
26927,150,2025-04-17,15.5,4726.63,Solar,2025-04-17
26928,150,2025-04-18,10.6,2347.62,Solar,2025-04-18
26929,150,2025-04-19,17.64,2757.05,Grid,2025-04-19
26930,150,2025-04-20,12.01,2531.87,Solar,2025-04-20
26931,150,2025-04-21,13.89,4288.09,Grid,2025-04-21
26932,150,2025-04-22,14.72,3277.38,Grid,2025-04-22
26933,150,2025-04-23,11.06,1327.57,Grid,2025-04-23
26934,150,2025-04-24,10.41,1030.62,Grid,2025-04-24
26935,150,2025-04-25,16.64,1218.65,Solar,2025-04-25
26936,150,2025-04-26,16.2,4215.63,Solar,2025-04-26
26937,150,2025-04-27,14.87,1039.55,Grid,2025-04-27
26938,150,2025-04-28,10.32,1595.21,Solar,2025-04-28
26939,150,2025-04-29,12.24,4676.33,Solar,2025-04-29
26940,150,2025-04-30,11.01,4638.69,Solar,2025-04-30
26941,150,2025-05-01,12.47,1531.63,Grid,2025-05-01
26942,150,2025-05-02,10.53,3889.48,Solar,2025-05-02
26943,150,2025-05-03,11.2,4605.01,Solar,2025-05-03
26944,150,2025-05-04,17.3,2706.26,Solar,2025-05-04
26945,150,2025-05-05,17.19,2215.57,Grid,2025-05-05
26946,150,2025-05-06,13.7,1881.14,Grid,2025-05-06
26947,150,2025-05-07,17.53,4770.67,Grid,2025-05-07
26948,150,2025-05-08,10.5,4791.48,Solar,2025-05-08
26949,150,2025-05-09,13.9,2879.48,Grid,2025-05-09
26950,150,2025-05-10,14.15,4841.45,Grid,2025-05-10
26951,150,2025-05-11,11.26,4470.41,Grid,2025-05-11
26952,150,2025-05-12,10.72,3322.36,Solar,2025-05-12
26953,150,2025-05-13,16.43,2905.52,Grid,2025-05-13
26954,150,2025-05-14,17.86,2016.52,Grid,2025-05-14
26955,150,2025-05-15,12.15,2155.05,Grid,2025-05-15
26956,150,2025-05-16,12.37,3310.56,Grid,2025-05-16
26957,150,2025-05-17,10.17,3751.46,Grid,2025-05-17
26958,150,2025-05-18,10.42,1726.31,Grid,2025-05-18
26959,150,2025-05-19,17.21,2562.82,Solar,2025-05-19
26960,150,2025-05-20,13.33,4289.69,Solar,2025-05-20
26961,150,2025-05-21,10.27,2287.1,Grid,2025-05-21
26962,150,2025-05-22,14.7,2696.0,Grid,2025-05-22
26963,150,2025-05-23,16.32,1250.7,Solar,2025-05-23
26964,150,2025-05-24,17.74,4543.5,Solar,2025-05-24
26965,150,2025-05-25,16.2,4146.7,Solar,2025-05-25
26966,150,2025-05-26,14.59,3108.77,Solar,2025-05-26
26967,150,2025-05-27,15.77,3165.2,Solar,2025-05-27
26968,150,2025-05-28,15.43,2411.22,Grid,2025-05-28
26969,150,2025-05-29,12.9,4111.14,Solar,2025-05-29
26970,150,2025-05-30,13.49,4615.58,Solar,2025-05-30
26971,150,2025-05-31,15.22,2353.33,Solar,2025-05-31
26972,150,2025-06-01,15.62,2674.41,Grid,2025-06-01
26973,150,2025-06-02,12.0,3726.36,Grid,2025-06-02
26974,150,2025-06-03,16.61,3947.71,Grid,2025-06-03
26975,150,2025-06-04,11.24,2152.31,Grid,2025-06-04
26976,150,2025-06-05,10.73,4270.02,Grid,2025-06-05
26977,150,2025-06-06,13.18,2345.92,Grid,2025-06-06
26978,150,2025-06-07,15.08,1753.44,Grid,2025-06-07
26979,150,2025-06-08,10.98,4627.61,Grid,2025-06-08
26980,150,2025-06-09,10.39,3005.08,Solar,2025-06-09
26981,150,2025-06-10,11.51,4422.55,Solar,2025-06-10
26982,150,2025-06-11,12.16,2956.46,Grid,2025-06-11
26983,150,2025-06-12,11.51,2077.92,Solar,2025-06-12
26984,150,2025-06-13,15.31,4115.54,Solar,2025-06-13
26985,150,2025-06-14,14.85,1917.79,Solar,2025-06-14
26986,150,2025-06-15,12.12,2394.45,Grid,2025-06-15
26987,150,2025-06-16,12.1,3249.22,Grid,2025-06-16
26988,150,2025-06-17,11.87,1252.28,Solar,2025-06-17
26989,150,2025-06-18,17.67,4794.12,Solar,2025-06-18
26990,150,2025-06-19,17.55,3741.59,Grid,2025-06-19
26991,150,2025-06-20,17.72,3964.86,Solar,2025-06-20
26992,150,2025-06-21,16.37,3078.23,Solar,2025-06-21
26993,150,2025-06-22,14.9,1802.32,Solar,2025-06-22
26994,150,2025-06-23,11.39,2101.28,Solar,2025-06-23
26995,150,2025-06-24,11.52,2567.1,Grid,2025-06-24
26996,150,2025-06-25,10.6,4616.25,Grid,2025-06-25
26997,150,2025-06-26,13.12,3845.12,Solar,2025-06-26
26998,150,2025-06-27,10.53,1190.22,Grid,2025-06-27
26999,150,2025-06-28,11.23,1428.08,Solar,2025-06-28
27000,150,2025-06-29,15.51,4748.33,Solar,2025-06-29
27001,151,2025-01-01,5.08,3949.37,Grid,2025-01-01
27002,151,2025-01-02,7.69,3711.6,Solar,2025-01-02
27003,151,2025-01-03,5.85,4679.19,Solar,2025-01-03
27004,151,2025-01-04,5.7,4105.04,Solar,2025-01-04
27005,151,2025-01-05,5.36,1295.04,Grid,2025-01-05
27006,151,2025-01-06,8.36,3457.57,Grid,2025-01-06
27007,151,2025-01-07,6.53,1910.34,Grid,2025-01-07
27008,151,2025-01-08,9.48,3879.84,Solar,2025-01-08
27009,151,2025-01-09,5.4,2173.32,Solar,2025-01-09
27010,151,2025-01-10,9.86,4831.07,Solar,2025-01-10
27011,151,2025-01-11,5.78,2996.12,Grid,2025-01-11
27012,151,2025-01-12,6.19,3642.35,Grid,2025-01-12
27013,151,2025-01-13,5.37,4698.79,Solar,2025-01-13
27014,151,2025-01-14,9.48,2141.94,Solar,2025-01-14
27015,151,2025-01-15,6.7,4292.37,Solar,2025-01-15
27016,151,2025-01-16,6.63,4970.82,Solar,2025-01-16
27017,151,2025-01-17,8.17,1825.0,Solar,2025-01-17
27018,151,2025-01-18,8.99,3373.93,Grid,2025-01-18
27019,151,2025-01-19,6.45,2413.25,Grid,2025-01-19
27020,151,2025-01-20,8.27,2286.48,Grid,2025-01-20
27021,151,2025-01-21,8.88,1039.05,Solar,2025-01-21
27022,151,2025-01-22,7.06,3168.22,Solar,2025-01-22
27023,151,2025-01-23,8.83,4191.9,Solar,2025-01-23
27024,151,2025-01-24,6.18,3850.83,Grid,2025-01-24
27025,151,2025-01-25,7.19,2437.57,Solar,2025-01-25
27026,151,2025-01-26,5.21,4146.72,Solar,2025-01-26
27027,151,2025-01-27,8.98,1468.94,Grid,2025-01-27
27028,151,2025-01-28,6.78,4086.42,Grid,2025-01-28
27029,151,2025-01-29,6.92,3075.09,Solar,2025-01-29
27030,151,2025-01-30,6.61,4559.0,Grid,2025-01-30
27031,151,2025-01-31,7.17,3949.9,Solar,2025-01-31
27032,151,2025-02-01,7.31,1958.8,Grid,2025-02-01
27033,151,2025-02-02,9.28,4554.49,Solar,2025-02-02
27034,151,2025-02-03,9.5,1572.87,Grid,2025-02-03
27035,151,2025-02-04,8.85,4173.77,Solar,2025-02-04
27036,151,2025-02-05,8.59,4918.57,Solar,2025-02-05
27037,151,2025-02-06,5.45,3039.29,Grid,2025-02-06
27038,151,2025-02-07,9.17,3057.04,Grid,2025-02-07
27039,151,2025-02-08,7.74,1181.49,Solar,2025-02-08
27040,151,2025-02-09,6.48,1022.09,Solar,2025-02-09
27041,151,2025-02-10,6.27,4797.89,Grid,2025-02-10
27042,151,2025-02-11,7.48,3367.3,Grid,2025-02-11
27043,151,2025-02-12,8.39,2669.96,Solar,2025-02-12
27044,151,2025-02-13,7.77,3257.08,Grid,2025-02-13
27045,151,2025-02-14,6.47,2200.83,Solar,2025-02-14
27046,151,2025-02-15,9.12,2711.53,Grid,2025-02-15
27047,151,2025-02-16,7.13,3580.13,Grid,2025-02-16
27048,151,2025-02-17,9.98,2338.84,Grid,2025-02-17
27049,151,2025-02-18,5.14,3984.65,Solar,2025-02-18
27050,151,2025-02-19,9.34,4689.08,Solar,2025-02-19
27051,151,2025-02-20,9.37,3301.21,Solar,2025-02-20
27052,151,2025-02-21,5.33,4489.83,Solar,2025-02-21
27053,151,2025-02-22,8.57,2743.89,Solar,2025-02-22
27054,151,2025-02-23,6.52,3197.11,Solar,2025-02-23
27055,151,2025-02-24,6.25,4095.36,Solar,2025-02-24
27056,151,2025-02-25,9.0,3985.42,Solar,2025-02-25
27057,151,2025-02-26,5.98,3197.7,Grid,2025-02-26
27058,151,2025-02-27,9.36,2310.59,Solar,2025-02-27
27059,151,2025-02-28,6.3,3397.03,Grid,2025-02-28
27060,151,2025-03-01,7.82,2369.77,Solar,2025-03-01
27061,151,2025-03-02,9.05,1668.15,Grid,2025-03-02
27062,151,2025-03-03,8.48,3208.45,Solar,2025-03-03
27063,151,2025-03-04,5.26,4721.54,Solar,2025-03-04
27064,151,2025-03-05,5.34,3175.29,Solar,2025-03-05
27065,151,2025-03-06,9.27,4699.87,Solar,2025-03-06
27066,151,2025-03-07,7.28,3863.99,Solar,2025-03-07
27067,151,2025-03-08,8.51,2412.47,Grid,2025-03-08
27068,151,2025-03-09,6.59,1533.72,Solar,2025-03-09
27069,151,2025-03-10,7.39,4087.59,Grid,2025-03-10
27070,151,2025-03-11,9.65,2518.17,Solar,2025-03-11
27071,151,2025-03-12,6.27,3405.5,Solar,2025-03-12
27072,151,2025-03-13,6.35,4778.0,Grid,2025-03-13
27073,151,2025-03-14,6.62,4628.21,Grid,2025-03-14
27074,151,2025-03-15,5.7,2382.92,Grid,2025-03-15
27075,151,2025-03-16,9.35,4649.3,Solar,2025-03-16
27076,151,2025-03-17,5.18,4784.07,Grid,2025-03-17
27077,151,2025-03-18,5.24,4888.67,Solar,2025-03-18
27078,151,2025-03-19,9.26,2517.57,Solar,2025-03-19
27079,151,2025-03-20,7.88,1169.18,Solar,2025-03-20
27080,151,2025-03-21,5.91,2273.41,Solar,2025-03-21
27081,151,2025-03-22,7.17,2255.28,Solar,2025-03-22
27082,151,2025-03-23,7.67,3962.73,Solar,2025-03-23
27083,151,2025-03-24,5.64,2180.12,Grid,2025-03-24
27084,151,2025-03-25,7.77,4445.57,Solar,2025-03-25
27085,151,2025-03-26,5.25,4984.26,Solar,2025-03-26
27086,151,2025-03-27,8.75,3538.05,Solar,2025-03-27
27087,151,2025-03-28,7.73,3555.3,Grid,2025-03-28
27088,151,2025-03-29,8.1,2634.29,Grid,2025-03-29
27089,151,2025-03-30,7.8,1645.35,Grid,2025-03-30
27090,151,2025-03-31,5.87,1151.03,Grid,2025-03-31
27091,151,2025-04-01,8.57,3100.73,Grid,2025-04-01
27092,151,2025-04-02,7.42,3777.9,Solar,2025-04-02
27093,151,2025-04-03,7.11,3012.12,Grid,2025-04-03
27094,151,2025-04-04,9.57,1750.89,Solar,2025-04-04
27095,151,2025-04-05,6.64,3963.29,Grid,2025-04-05
27096,151,2025-04-06,5.84,1646.6,Grid,2025-04-06
27097,151,2025-04-07,6.13,4108.45,Solar,2025-04-07
27098,151,2025-04-08,7.67,1929.45,Solar,2025-04-08
27099,151,2025-04-09,5.74,1233.48,Solar,2025-04-09
27100,151,2025-04-10,6.62,4893.64,Solar,2025-04-10
27101,151,2025-04-11,8.48,2060.94,Grid,2025-04-11
27102,151,2025-04-12,5.65,2994.95,Solar,2025-04-12
27103,151,2025-04-13,8.11,4637.92,Grid,2025-04-13
27104,151,2025-04-14,6.33,3622.98,Solar,2025-04-14
27105,151,2025-04-15,7.87,3576.55,Grid,2025-04-15
27106,151,2025-04-16,9.96,3061.42,Solar,2025-04-16
27107,151,2025-04-17,5.53,4716.04,Solar,2025-04-17
27108,151,2025-04-18,7.43,2461.79,Solar,2025-04-18
27109,151,2025-04-19,6.4,3873.34,Grid,2025-04-19
27110,151,2025-04-20,5.0,1199.18,Solar,2025-04-20
27111,151,2025-04-21,8.47,2296.01,Solar,2025-04-21
27112,151,2025-04-22,6.57,2445.56,Solar,2025-04-22
27113,151,2025-04-23,7.51,4267.49,Grid,2025-04-23
27114,151,2025-04-24,9.46,2831.1,Solar,2025-04-24
27115,151,2025-04-25,9.73,1850.19,Grid,2025-04-25
27116,151,2025-04-26,9.19,3343.8,Grid,2025-04-26
27117,151,2025-04-27,6.03,3142.32,Grid,2025-04-27
27118,151,2025-04-28,7.56,1891.29,Solar,2025-04-28
27119,151,2025-04-29,8.62,3943.77,Grid,2025-04-29
27120,151,2025-04-30,8.3,3037.03,Grid,2025-04-30
27121,151,2025-05-01,6.3,3441.22,Grid,2025-05-01
27122,151,2025-05-02,5.93,4976.86,Grid,2025-05-02
27123,151,2025-05-03,6.99,1343.26,Solar,2025-05-03
27124,151,2025-05-04,8.18,2932.14,Solar,2025-05-04
27125,151,2025-05-05,6.44,2391.03,Solar,2025-05-05
27126,151,2025-05-06,5.48,2502.41,Grid,2025-05-06
27127,151,2025-05-07,6.38,4085.9,Solar,2025-05-07
27128,151,2025-05-08,5.58,4782.33,Grid,2025-05-08
27129,151,2025-05-09,8.41,4024.42,Solar,2025-05-09
27130,151,2025-05-10,7.92,2200.68,Solar,2025-05-10
27131,151,2025-05-11,7.4,3834.83,Grid,2025-05-11
27132,151,2025-05-12,8.23,3374.18,Solar,2025-05-12
27133,151,2025-05-13,6.73,4739.7,Grid,2025-05-13
27134,151,2025-05-14,9.54,3803.29,Solar,2025-05-14
27135,151,2025-05-15,7.17,1381.57,Grid,2025-05-15
27136,151,2025-05-16,8.69,4335.47,Grid,2025-05-16
27137,151,2025-05-17,9.63,3307.64,Solar,2025-05-17
27138,151,2025-05-18,8.68,1009.03,Grid,2025-05-18
27139,151,2025-05-19,8.51,2533.79,Solar,2025-05-19
27140,151,2025-05-20,8.46,2819.93,Grid,2025-05-20
27141,151,2025-05-21,5.28,1687.78,Grid,2025-05-21
27142,151,2025-05-22,6.97,4254.51,Solar,2025-05-22
27143,151,2025-05-23,7.66,4432.54,Solar,2025-05-23
27144,151,2025-05-24,5.84,4629.51,Grid,2025-05-24
27145,151,2025-05-25,9.09,3649.64,Grid,2025-05-25
27146,151,2025-05-26,8.44,1602.58,Grid,2025-05-26
27147,151,2025-05-27,8.81,4504.88,Grid,2025-05-27
27148,151,2025-05-28,9.16,2008.76,Solar,2025-05-28
27149,151,2025-05-29,8.45,1402.83,Solar,2025-05-29
27150,151,2025-05-30,6.16,1003.18,Grid,2025-05-30
27151,151,2025-05-31,8.7,4446.86,Grid,2025-05-31
27152,151,2025-06-01,8.07,3078.87,Grid,2025-06-01
27153,151,2025-06-02,7.65,1076.96,Solar,2025-06-02
27154,151,2025-06-03,6.36,1071.92,Grid,2025-06-03
27155,151,2025-06-04,7.84,2701.5,Solar,2025-06-04
27156,151,2025-06-05,9.46,4474.95,Grid,2025-06-05
27157,151,2025-06-06,8.22,1995.38,Grid,2025-06-06
27158,151,2025-06-07,6.04,4817.17,Grid,2025-06-07
27159,151,2025-06-08,8.48,3508.67,Solar,2025-06-08
27160,151,2025-06-09,5.49,4843.75,Solar,2025-06-09
27161,151,2025-06-10,5.62,4485.8,Solar,2025-06-10
27162,151,2025-06-11,7.95,4845.8,Grid,2025-06-11
27163,151,2025-06-12,8.71,1271.18,Solar,2025-06-12
27164,151,2025-06-13,8.12,2729.79,Solar,2025-06-13
27165,151,2025-06-14,5.46,4085.85,Solar,2025-06-14
27166,151,2025-06-15,5.86,2982.24,Grid,2025-06-15
27167,151,2025-06-16,7.09,3760.59,Solar,2025-06-16
27168,151,2025-06-17,9.96,4292.52,Grid,2025-06-17
27169,151,2025-06-18,7.83,3796.37,Solar,2025-06-18
27170,151,2025-06-19,9.75,4696.85,Solar,2025-06-19
27171,151,2025-06-20,8.5,3949.13,Solar,2025-06-20
27172,151,2025-06-21,8.19,4128.63,Solar,2025-06-21
27173,151,2025-06-22,7.46,3536.92,Grid,2025-06-22
27174,151,2025-06-23,5.66,4570.75,Solar,2025-06-23
27175,151,2025-06-24,8.91,1125.27,Solar,2025-06-24
27176,151,2025-06-25,8.19,4526.45,Grid,2025-06-25
27177,151,2025-06-26,6.67,4051.24,Solar,2025-06-26
27178,151,2025-06-27,7.34,3432.28,Grid,2025-06-27
27179,151,2025-06-28,6.49,3993.64,Solar,2025-06-28
27180,151,2025-06-29,5.73,2586.83,Grid,2025-06-29
27181,152,2025-01-01,9.23,1943.22,Solar,2025-01-01
27182,152,2025-01-02,5.15,3684.75,Solar,2025-01-02
27183,152,2025-01-03,8.65,3620.42,Grid,2025-01-03
27184,152,2025-01-04,7.08,3335.41,Grid,2025-01-04
27185,152,2025-01-05,7.19,2082.66,Solar,2025-01-05
27186,152,2025-01-06,7.87,2386.25,Grid,2025-01-06
27187,152,2025-01-07,5.82,1991.93,Grid,2025-01-07
27188,152,2025-01-08,6.44,2707.53,Grid,2025-01-08
27189,152,2025-01-09,9.3,4893.23,Grid,2025-01-09
27190,152,2025-01-10,9.01,3472.02,Grid,2025-01-10
27191,152,2025-01-11,8.26,3731.54,Solar,2025-01-11
27192,152,2025-01-12,8.73,4100.88,Grid,2025-01-12
27193,152,2025-01-13,8.29,2607.72,Solar,2025-01-13
27194,152,2025-01-14,7.11,3851.32,Grid,2025-01-14
27195,152,2025-01-15,8.85,2701.07,Grid,2025-01-15
27196,152,2025-01-16,6.1,1195.08,Solar,2025-01-16
27197,152,2025-01-17,7.06,3539.22,Grid,2025-01-17
27198,152,2025-01-18,5.54,3727.95,Solar,2025-01-18
27199,152,2025-01-19,9.67,2692.26,Grid,2025-01-19
27200,152,2025-01-20,6.96,1657.15,Solar,2025-01-20
27201,152,2025-01-21,5.55,4488.74,Grid,2025-01-21
27202,152,2025-01-22,5.92,1007.78,Grid,2025-01-22
27203,152,2025-01-23,9.19,2177.83,Grid,2025-01-23
27204,152,2025-01-24,7.09,4878.4,Grid,2025-01-24
27205,152,2025-01-25,6.94,3746.1,Grid,2025-01-25
27206,152,2025-01-26,5.54,3549.6,Grid,2025-01-26
27207,152,2025-01-27,8.82,1852.58,Solar,2025-01-27
27208,152,2025-01-28,8.98,4379.91,Solar,2025-01-28
27209,152,2025-01-29,8.72,2525.92,Solar,2025-01-29
27210,152,2025-01-30,5.81,1520.98,Solar,2025-01-30
27211,152,2025-01-31,7.36,1197.13,Grid,2025-01-31
27212,152,2025-02-01,9.44,2947.27,Grid,2025-02-01
27213,152,2025-02-02,5.01,2929.06,Solar,2025-02-02
27214,152,2025-02-03,5.1,3370.71,Solar,2025-02-03
27215,152,2025-02-04,6.04,1855.93,Grid,2025-02-04
27216,152,2025-02-05,9.1,1471.87,Grid,2025-02-05
27217,152,2025-02-06,5.05,2481.26,Grid,2025-02-06
27218,152,2025-02-07,9.33,2416.23,Solar,2025-02-07
27219,152,2025-02-08,9.8,1625.09,Grid,2025-02-08
27220,152,2025-02-09,7.57,3226.56,Grid,2025-02-09
27221,152,2025-02-10,8.64,2516.4,Grid,2025-02-10
27222,152,2025-02-11,8.37,2424.17,Grid,2025-02-11
27223,152,2025-02-12,7.37,4589.13,Grid,2025-02-12
27224,152,2025-02-13,8.27,4993.11,Grid,2025-02-13
27225,152,2025-02-14,8.52,3220.38,Solar,2025-02-14
27226,152,2025-02-15,8.43,1594.97,Grid,2025-02-15
27227,152,2025-02-16,8.46,4559.06,Grid,2025-02-16
27228,152,2025-02-17,5.57,2999.28,Grid,2025-02-17
27229,152,2025-02-18,6.51,3480.46,Grid,2025-02-18
27230,152,2025-02-19,5.49,2393.4,Grid,2025-02-19
27231,152,2025-02-20,5.73,1004.06,Grid,2025-02-20
27232,152,2025-02-21,7.82,3990.08,Solar,2025-02-21
27233,152,2025-02-22,7.49,3523.99,Grid,2025-02-22
27234,152,2025-02-23,6.37,1511.49,Grid,2025-02-23
27235,152,2025-02-24,7.64,2819.38,Grid,2025-02-24
27236,152,2025-02-25,7.78,2261.39,Grid,2025-02-25
27237,152,2025-02-26,6.07,2991.13,Grid,2025-02-26
27238,152,2025-02-27,8.49,1499.97,Solar,2025-02-27
27239,152,2025-02-28,8.37,4729.12,Grid,2025-02-28
27240,152,2025-03-01,6.8,4991.72,Grid,2025-03-01
27241,152,2025-03-02,6.98,3897.34,Solar,2025-03-02
27242,152,2025-03-03,6.72,1100.11,Solar,2025-03-03
27243,152,2025-03-04,9.01,3922.37,Grid,2025-03-04
27244,152,2025-03-05,9.91,2123.91,Grid,2025-03-05
27245,152,2025-03-06,8.28,2424.75,Grid,2025-03-06
27246,152,2025-03-07,9.11,1261.72,Solar,2025-03-07
27247,152,2025-03-08,10.0,2881.6,Grid,2025-03-08
27248,152,2025-03-09,6.14,1459.27,Grid,2025-03-09
27249,152,2025-03-10,6.62,2903.56,Solar,2025-03-10
27250,152,2025-03-11,9.71,3762.11,Solar,2025-03-11
27251,152,2025-03-12,6.34,2021.41,Solar,2025-03-12
27252,152,2025-03-13,6.16,1735.69,Grid,2025-03-13
27253,152,2025-03-14,6.81,2512.26,Grid,2025-03-14
27254,152,2025-03-15,6.1,2309.93,Grid,2025-03-15
27255,152,2025-03-16,8.66,1069.36,Solar,2025-03-16
27256,152,2025-03-17,7.3,4016.77,Grid,2025-03-17
27257,152,2025-03-18,9.44,2292.21,Grid,2025-03-18
27258,152,2025-03-19,5.74,1235.22,Solar,2025-03-19
27259,152,2025-03-20,9.25,1989.69,Solar,2025-03-20
27260,152,2025-03-21,8.47,4390.02,Grid,2025-03-21
27261,152,2025-03-22,7.23,2675.36,Solar,2025-03-22
27262,152,2025-03-23,7.99,1711.64,Grid,2025-03-23
27263,152,2025-03-24,5.88,4682.04,Grid,2025-03-24
27264,152,2025-03-25,8.47,3219.95,Solar,2025-03-25
27265,152,2025-03-26,7.15,2443.2,Solar,2025-03-26
27266,152,2025-03-27,9.99,2049.46,Grid,2025-03-27
27267,152,2025-03-28,6.43,3681.77,Grid,2025-03-28
27268,152,2025-03-29,9.97,4731.32,Grid,2025-03-29
27269,152,2025-03-30,9.72,2968.57,Grid,2025-03-30
27270,152,2025-03-31,7.13,1289.37,Grid,2025-03-31
27271,152,2025-04-01,8.07,1075.24,Grid,2025-04-01
27272,152,2025-04-02,7.88,4115.52,Solar,2025-04-02
